index,shop,userid,userinfo,rating,date,photos,username,language,text
9,tong-heng-singapore-3,jfJF7wNEYW53_h1mE21ztg,"{'link': '/user_details?userid=jfJF7wNEYW53_h1mE21ztg', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/NF61BV5ss120xD59w2o9rQ/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/NF61BV5ss120xD59w2o9rQ/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/NF61BV5ss120xD59w2o9rQ/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/NF61BV5ss120xD59w2o9rQ/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/NF61BV5ss120xD59w2o9rQ/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/NF61BV5ss120xD59w2o9rQ/180s.jpg 3.00x', 'markupDisplayName': 'Gracia O.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Gracia O.', 'userUrl': '/user_details?userid=jfJF7wNEYW53_h1mE21ztg', 'partnerAlias': None, 'friendCount': 72, 'photoCount': 360, 'reviewCount': 349, 'eliteYear': None}",5,8/23/2012,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/G9BgeilBIQAQUaK5uK95hA/300s.jpg', 'link': '/biz_photos/tong-heng-singapore-3?reviewid=m1QSFjKrGdXS3RC2z5dWGw&amp;select=G9BgeilBIQAQUaK5uK95hA', 'altText': 'Photo of Tong Heng - Singapore, Singapore', 'width': 300, 'height': 300, 'caption': ''}]",Gracia O.,en,"This place has killed all other egg tarts for me. I&amp;#39;ve been coming here since I was a tot, and seen various outlets appear in malls and then die a torturous death. Whenever I pass by, I have to pick up some. It&amp;#39;s not me, it&amp;#39;s the the siren song of these tarty things. The auntie will always ask &amp;#34;How many you want?&amp;#34; and I&amp;#39;ll go &amp;#34;However many can go into a box. Squeezy also never mind&amp;#34;. <br&gt;<br&gt;Prices have gone up significantly over the years but the standard is just as good. Tip for the uninitiated - these babies aren&amp;#39;t meant to be kept overnight, else the eggy bits will get a little watery and the crust soggy. Also, when you open the box in the morning, you&amp;#39;ll find that the eggy part has an earthquake like split down the middle, not sure why. Either that or some have gone missing, and your pesky little brother will vehemently deny all knowledge of the incident, all the while wiping crumbs off his face."
0,tong-heng-singapore-3,KIcZfbtAEHNoWqre4yHcPw,"{'link': '/user_details?userid=KIcZfbtAEHNoWqre4yHcPw', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/xYjDIRL18EmWhepb51i1DQ/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/xYjDIRL18EmWhepb51i1DQ/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/xYjDIRL18EmWhepb51i1DQ/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/xYjDIRL18EmWhepb51i1DQ/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/xYjDIRL18EmWhepb51i1DQ/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/xYjDIRL18EmWhepb51i1DQ/180s.jpg 3.00x', 'markupDisplayName': 'Jac S.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Jac S.', 'userUrl': '/user_details?userid=KIcZfbtAEHNoWqre4yHcPw', 'partnerAlias': None, 'friendCount': 30, 'photoCount': 400, 'reviewCount': 312, 'eliteYear': None}",4,7/19/2012,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/ScLSb4W-UxT4Y2tBKhS4Hg/180s.jpg', 'link': '/biz_photos/tong-heng-singapore-3?reviewid=fiec-CnMtvTFpIkuGHIucw&amp;select=ScLSb4W-UxT4Y2tBKhS4Hg', 'altText': 'Photo of Tong Heng - Singapore, Singapore', 'width': 180, 'height': 180, 'caption': ''}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/5sbWd3tAmyFB4AwPKY6GPg/180s.jpg', 'link': '/biz_photos/tong-heng-singapore-3?reviewid=fiec-CnMtvTFpIkuGHIucw&amp;select=5sbWd3tAmyFB4AwPKY6GPg', 'altText': 'Photo of Tong Heng - Singapore, Singapore', 'width': 180, 'height': 180, 'caption': ''}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/DBwj3s85ZCjlSoLuALVoIg/180s.jpg', 'link': '/biz_photos/tong-heng-singapore-3?reviewid=fiec-CnMtvTFpIkuGHIucw&amp;select=DBwj3s85ZCjlSoLuALVoIg', 'altText': 'Photo of Tong Heng - Singapore, Singapore', 'width': 180, 'height': 180, 'caption': ''}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/vvkE2XtSImpYqf7uFDsyBg/180s.jpg', 'link': '/biz_photos/tong-heng-singapore-3?reviewid=fiec-CnMtvTFpIkuGHIucw&amp;select=vvkE2XtSImpYqf7uFDsyBg', 'altText': 'Photo of Tong Heng - Singapore, Singapore', 'width': 180, 'height': 180, 'caption': ''}]",Jac S.,en,"I very rarely like egg tarts but I&amp;#39;ll make an exception for Tong Heng&amp;#39;s diamond shaped ones! Eating is a bit of a challenge though - you need a large enough plate and a hungry stomach to gobble it all up at once - when eaten warm, the custard bit is soft and oozy while the pastry is flaky and yummy.<br&gt;<br&gt;One tart is pretty sizeable and makes a great way to cap off a meal!"
1,tong-heng-singapore-3,8aBKh52ePGd3OG8di20wdw,"{'link': '/user_details?userid=8aBKh52ePGd3OG8di20wdw', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/MKOuvBRfAT8el3yyX0qZcw/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/MKOuvBRfAT8el3yyX0qZcw/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/MKOuvBRfAT8el3yyX0qZcw/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/MKOuvBRfAT8el3yyX0qZcw/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/MKOuvBRfAT8el3yyX0qZcw/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/MKOuvBRfAT8el3yyX0qZcw/180s.jpg 3.00x', 'markupDisplayName': 'J F.', 'displayLocation': 'Singapore, Singapore', 'altText': 'J F.', 'userUrl': '/user_details?userid=8aBKh52ePGd3OG8di20wdw', 'partnerAlias': None, 'friendCount': 10, 'photoCount': 362, 'reviewCount': 359, 'eliteYear': None}",4,8/26/2012,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/fN0x3kREAPZO4EELAzViEg/180s.jpg', 'link': '/biz_photos/tong-heng-singapore-3?reviewid=NtBCMPJH_n62YA9Zy83jlw&amp;select=fN0x3kREAPZO4EELAzViEg', 'altText': 'Photo of Tong Heng - Singapore, Singapore', 'width': 180, 'height': 180, 'caption': ''}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/T1gaZ2HXguqkF_hYTdlZ1A/180s.jpg', 'link': '/biz_photos/tong-heng-singapore-3?reviewid=NtBCMPJH_n62YA9Zy83jlw&amp;select=T1gaZ2HXguqkF_hYTdlZ1A', 'altText': 'Photo of Tong Heng - Singapore, Singapore', 'width': 180, 'height': 180, 'caption': ''}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/MpAIVCpQvmN49u7NNpJZEA/180s.jpg', 'link': '/biz_photos/tong-heng-singapore-3?reviewid=NtBCMPJH_n62YA9Zy83jlw&amp;select=MpAIVCpQvmN49u7NNpJZEA', 'altText': 'Photo of Tong Heng - Singapore, Singapore', 'width': 180, 'height': 180, 'caption': ''}]",J F.,en,"You can probably get the best egg tarts in Singapore here. <br&gt;<br&gt;The go-to place for egg tarts and &amp;#39;Lou Por Bang&amp;#39; aka Wife Biscuits, Tong Heng has been churning out these delactable treats for more than 80 years, and judging by the queues you see everyday, you know you wont be let down. <br&gt;<br&gt;The egg custard they produce is soft and amazingly smooth. Especially when it&amp;#39;s served warm and made even more delicious when coupled with an equally well-executed, flaky pastry base."
2,tong-heng-singapore-3,5dawy6OzNphOfecDP4De8g,"{'link': '/user_details?userid=5dawy6OzNphOfecDP4De8g', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/nCvzPAF3GC_A8QxR3XW6zw/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/nCvzPAF3GC_A8QxR3XW6zw/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/nCvzPAF3GC_A8QxR3XW6zw/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/nCvzPAF3GC_A8QxR3XW6zw/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/nCvzPAF3GC_A8QxR3XW6zw/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/nCvzPAF3GC_A8QxR3XW6zw/180s.jpg 3.00x', 'markupDisplayName': 'Jiahui Y.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Jiahui Y.', 'userUrl': '/user_details?userid=5dawy6OzNphOfecDP4De8g', 'partnerAlias': None, 'friendCount': 13, 'photoCount': 94, 'reviewCount': 99, 'eliteYear': None}",5,7/19/2012,[],Jiahui Y.,en,"Egg tarts are segregated into two leagues: there are egg tarts, and then there are godly egg tarts. <br&gt;<br&gt;Tong Heng&amp;#39;s egg tarts belong firmly in the latter category.<br&gt;<br&gt;The custard filling is slightly wobbly, not too much, just enough to titillate but still solid enough to require biting through. There I was half slurping the eggy custard held in its incredibly crisp and fluffy tart cup, not being able to get over the fact that I only found out about Singapore&amp;#39;s best egg tart quarter of a century later.<br&gt;<br&gt;Tong Heng also sells gai zai beng (very rarely found in Singapore anymore) and some other confectionaries which I didn&amp;#39;t pay attention to."
3,tong-heng-singapore-3,-pG4fm6eWoGLP6fIsFBvzw,"{'link': '/user_details?userid=-pG4fm6eWoGLP6fIsFBvzw', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/Euc3XYFu5mQQhzMg6zrT4Q/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/Euc3XYFu5mQQhzMg6zrT4Q/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/Euc3XYFu5mQQhzMg6zrT4Q/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/Euc3XYFu5mQQhzMg6zrT4Q/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/Euc3XYFu5mQQhzMg6zrT4Q/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/Euc3XYFu5mQQhzMg6zrT4Q/180s.jpg 3.00x', 'markupDisplayName': 'Teri Y.', 'displayLocation': 'Chicago, IL', 'altText': 'Teri Y.', 'userUrl': '/user_details?userid=-pG4fm6eWoGLP6fIsFBvzw', 'partnerAlias': None, 'friendCount': 142, 'photoCount': 470, 'reviewCount': 465, 'eliteYear': None}",5,5/9/2014,[],Teri Y.,en,"The first bite into a piece of egg tart from Tong Heng and already an impression was created for us. Traditionally, Chinese egg tarts are made with shortcrust pastry and many true old school bakeries still make them this way. Over the years, many bakeries gradually started making egg tarts with puff pastry. The diamond-shaped Chinese egg tarts at Tong Heng look like they are made with shortcrust pastry. Take a bite into the pastry and there&amp;#39;s an element of surprise there. The pastry is made up of thin, flaky and crisp layers that make up the shell of the tart. It&amp;#39;s a perfect balance between shortcrust and flaky puff pastry. The crust is what makes Tong Heng stand out. Truly, these egg tarts are one of the best we will probably have in a while. At only $1.60 for each egg tart, the more reason you should eat more than one."
4,tong-heng-singapore-3,PyTg7Np9pZZsaNdRqdiYIw,"{'link': '/user_details?userid=PyTg7Np9pZZsaNdRqdiYIw', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/o1QPjfVmyKQ5rUcSAFu2ng/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/o1QPjfVmyKQ5rUcSAFu2ng/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/o1QPjfVmyKQ5rUcSAFu2ng/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/o1QPjfVmyKQ5rUcSAFu2ng/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/o1QPjfVmyKQ5rUcSAFu2ng/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/o1QPjfVmyKQ5rUcSAFu2ng/180s.jpg 3.00x', 'markupDisplayName': 'Fransisca M.', 'displayLocation': 'Essex County, NJ', 'altText': 'Fransisca M.', 'userUrl': '/user_details?userid=PyTg7Np9pZZsaNdRqdiYIw', 'partnerAlias': None, 'friendCount': 473, 'photoCount': 772, 'reviewCount': 629, 'eliteYear': None}",5,4/18/2013,[],Fransisca M.,en,"Tong Heng is the perfect treat after a tiring shopping day in Chinatown, around afternoon tea time.<br&gt;<br&gt;Egg tart is a must! The best egg tarts in Singapore! If you still have some stomach space, try also the wife and husband biscuits (or any biscuits they have). For some reasons, though, I don&amp;#39;t prefer them for da bao. I just can&amp;#39;t help it. If I da bao it, the more likely I&amp;#39;ll get fined for eating in the MRT hahaha :D"
5,tong-heng-singapore-3,K175l53A-ciYnt0xS_V4CQ,"{'link': '/user_details?userid=K175l53A-ciYnt0xS_V4CQ', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/epH48kcta5HhXM8SHoH--w/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/epH48kcta5HhXM8SHoH--w/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/epH48kcta5HhXM8SHoH--w/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/epH48kcta5HhXM8SHoH--w/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/epH48kcta5HhXM8SHoH--w/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/epH48kcta5HhXM8SHoH--w/180s.jpg 3.00x', 'markupDisplayName': 'edgard k.', 'displayLocation': 'Houston, TX', 'altText': 'edgard k.', 'userUrl': '/user_details?userid=K175l53A-ciYnt0xS_V4CQ', 'partnerAlias': None, 'friendCount': 196, 'photoCount': None, 'reviewCount': 504, 'eliteYear': None}",3,9/18/2014,[],edgard k.,en,"Went to this bakery since I read the review about the egg tart. It&amp;#39;s different than the other egg tart: boxy shape, thicker and non-flaky crust, filling is less sweet and thicker compared to the regular egg tart. I still prefer the Portuguese style flaky egg tart, but this isn&amp;#39;t bad. I&amp;#39;ll be back to try the other pastries that looks good too."
6,tong-heng-singapore-3,3MMTwPtpiMlBDe-p07XK9A,"{'link': '/user_details?userid=3MMTwPtpiMlBDe-p07XK9A', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/GNrk2HtQo1airhAiREE9qA/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/GNrk2HtQo1airhAiREE9qA/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/GNrk2HtQo1airhAiREE9qA/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/GNrk2HtQo1airhAiREE9qA/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/GNrk2HtQo1airhAiREE9qA/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/GNrk2HtQo1airhAiREE9qA/180s.jpg 3.00x', 'markupDisplayName': 'Tresna L.', 'displayLocation': 'Melbourne, Australia', 'altText': 'Tresna L.', 'userUrl': '/user_details?userid=3MMTwPtpiMlBDe-p07XK9A', 'partnerAlias': None, 'friendCount': 778, 'photoCount': 4786, 'reviewCount': 1019, 'eliteYear': None}",5,1/14/2014,[],Tresna L.,en,"I don&amp;#39;t profess to be an egg tart expert, but the diamond shaped tarts here are pretty damn good. Shuffle in amongst the crowd, speak up and have your money at the ready. Before long you&amp;#39;ll be stuffing a squidgy, warm-centred, egg tart in your face out the front."
7,tong-heng-singapore-3,Jd17L6-fmSZzzF-0Fhjhxg,"{'link': '/user_details?userid=Jd17L6-fmSZzzF-0Fhjhxg', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/JWyFaMljbWXiIOmRipc5lA/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/JWyFaMljbWXiIOmRipc5lA/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/JWyFaMljbWXiIOmRipc5lA/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/JWyFaMljbWXiIOmRipc5lA/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/JWyFaMljbWXiIOmRipc5lA/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/JWyFaMljbWXiIOmRipc5lA/180s.jpg 3.00x', 'markupDisplayName': 'Carolen M.', 'displayLocation': 'Fremont, CA', 'altText': 'Carolen M.', 'userUrl': '/user_details?userid=Jd17L6-fmSZzzF-0Fhjhxg', 'partnerAlias': None, 'friendCount': 1387, 'photoCount': 14698, 'reviewCount': 1667, 'eliteYear': 2022}",2,11/24/2012,[],Carolen M.,en,"After eating our Hokkien style noodles at food stall #7, we back tracked through the hustle and bustle of Chinatown to get dessert since our stomachs were still not full from the late lunch and well starvation on a Jetstar plane ride can do crazies to your mind and stomach. So back we went to Tong Heng as I pointed it out initially saying...&amp;#34;Hey, Tong Heng. Isn&amp;#39;t that the place where in our guide book it said it had the best egg tarts?&amp;#34; Well that&amp;#39;s already a mighty fine statement when saying best egg tarts. Back in San Francisco, the Golden Gate Bakery totally states that they have the best egg tarts and makes patrons wait from their loooooong vacation to finally get them (I won&amp;#39;t go into that story as there were about 3-5 times throughout a calendar year where we went to the store and they were on vacation). So the boyfriend and I crossed the street to Tong Heng and saw two different types of egg tarts. More curious is that the shape is something we&amp;#39;ve never encountered in your typical eggy tart. Diamond shaped? That&amp;#39;s just weird. Well not to discriminate with shape, we bought one of the regular egg tarts and one with coconut. Came out to $2.90 (Coconut one was $1.50 and regular was $1.40).<br&gt;<br&gt;Now, I&amp;#39;m not a big fan of egg tarts in general, but I&amp;#39;ll eat them regardless. Food is food and if it&amp;#39;s supposed to be good, then heck I&amp;#39;ll eat it. So I took a bite out of the normal one. Just wasn&amp;#39;t what I was expecting. A bit runny and missing something. Just not sure what but it didn&amp;#39;t blow me away. I decided to take on the coconut one. Super runny and liquid-like. Maybe it&amp;#39;s supposed to be that way, but I&amp;#39;m used to something different.<br&gt;<br&gt;I&amp;#39;ll stick to the ones back in California, especially the Portuguese style ones."
8,tong-heng-singapore-3,PS0uGpc0Cwx40hMk6zolag,"{'link': '/user_details?userid=PS0uGpc0Cwx40hMk6zolag', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/62o1_fGkAR4G_7hAPT6J0Q/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/62o1_fGkAR4G_7hAPT6J0Q/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/62o1_fGkAR4G_7hAPT6J0Q/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/62o1_fGkAR4G_7hAPT6J0Q/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/62o1_fGkAR4G_7hAPT6J0Q/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/62o1_fGkAR4G_7hAPT6J0Q/180s.jpg 3.00x', 'markupDisplayName': 'Sheren H.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Sheren H.', 'userUrl': '/user_details?userid=PS0uGpc0Cwx40hMk6zolag', 'partnerAlias': None, 'friendCount': 10, 'photoCount': 11, 'reviewCount': 114, 'eliteYear': None}",5,9/14/2012,[],Sheren H.,en,"Yummy egg tarts and char sew sou. <br&gt;the crisps are alright, but a tad too pricey.<br&gt;<br&gt;ps. the closest parking lot is the maxwell food court open carpark."
9,tong-heng-singapore-3,E1eoz5g72nLQi8afb16xgA,"{'link': '/user_details?userid=E1eoz5g72nLQi8afb16xgA', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/5RChhs9B28K2oThbnch34A/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/5RChhs9B28K2oThbnch34A/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/5RChhs9B28K2oThbnch34A/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/5RChhs9B28K2oThbnch34A/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/5RChhs9B28K2oThbnch34A/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/5RChhs9B28K2oThbnch34A/180s.jpg 3.00x', 'markupDisplayName': 'Kelly P.', 'displayLocation': 'Napa, CA', 'altText': 'Kelly P.', 'userUrl': '/user_details?userid=E1eoz5g72nLQi8afb16xgA', 'partnerAlias': None, 'friendCount': 374, 'photoCount': 215, 'reviewCount': 197, 'eliteYear': None}",4,1/3/2014,[],Kelly P.,en,Eggs tarts!!!!!!!! My favorite! I haven&amp;#39;t been here yet or even in Singapore lol but the looks of it is very eye catching so maybe one day!!! On my Bucket list
0,tong-heng-singapore-3,I0Ml519BP2Ya3-Ec5GgVgA,"{'link': '/user_details?userid=I0Ml519BP2Ya3-Ec5GgVgA', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/Qnivg7ZtVff34p1oD0qTcg/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/Qnivg7ZtVff34p1oD0qTcg/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/Qnivg7ZtVff34p1oD0qTcg/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/Qnivg7ZtVff34p1oD0qTcg/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/Qnivg7ZtVff34p1oD0qTcg/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/Qnivg7ZtVff34p1oD0qTcg/180s.jpg 3.00x', 'markupDisplayName': 'Sheena T.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Sheena T.', 'userUrl': '/user_details?userid=I0Ml519BP2Ya3-Ec5GgVgA', 'partnerAlias': None, 'friendCount': 3, 'photoCount': 182, 'reviewCount': 180, 'eliteYear': None}",4,8/6/2012,[],Sheena T.,en,"Great egg tarts are hard to come by these days. Although they are pretty much sold everywhere in Singapore, most are nothing like Tong Heng&amp;#39;s. I love the custard filling as it is wobbly and smooth. When eaten warm, having the custard slide down your throat is like a piece of heaven. The tart is buttery, giving it a luxurious taste. It crumbles just enough, yet holds the eggy custard together well. <br&gt;<br&gt;While the egg tarts I have had at tong heng have been consistently good over the years, the service has slowly deteriorated. It almost seems as if there is some sort of double-standard going on where tourists get better quality of service whereas locals are treated impatiently. I guess it doesn&amp;#39;t really bother me too much as I tend to dash in and out of the store pretty quickly, getting my share of egg tarts but if you are going to stand there and deliberate over what to get, be prepared for annoyed looks and somewhat rude service."
1,tong-heng-singapore-3,rqUpCM02YFsJf9uMDmkYMQ,"{'link': '/user_details?userid=rqUpCM02YFsJf9uMDmkYMQ', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/rO5RaAr_wlquMtzX7eA_YQ/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/rO5RaAr_wlquMtzX7eA_YQ/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/rO5RaAr_wlquMtzX7eA_YQ/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/rO5RaAr_wlquMtzX7eA_YQ/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/rO5RaAr_wlquMtzX7eA_YQ/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/rO5RaAr_wlquMtzX7eA_YQ/180s.jpg 3.00x', 'markupDisplayName': 'Lydia C.', 'displayLocation': 'Brooklyn, NY', 'altText': 'Lydia C.', 'userUrl': '/user_details?userid=rqUpCM02YFsJf9uMDmkYMQ', 'partnerAlias': None, 'friendCount': 45, 'photoCount': 296, 'reviewCount': 159, 'eliteYear': None}",4,2/5/2013,[],Lydia C.,en,Came here twice during my mini trip to Singapore. It was right by my hotel in the Chinatown area and the egg tarts were delish. The filling was gooey and smooth (YUMMM!). Second time I came during the evening to pick up some morning snacks on my flight back and there was a line out the shop. Definitely recommend coming here in the afternoon to avoid the crowds.
0,cafe-galilee-singapore-2,znN7_EVF1KjL7qxDodYyRQ,"{'link': '/user_details?userid=znN7_EVF1KjL7qxDodYyRQ', 'src': 'https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png', 'srcSet': None, 'markupDisplayName': 'Anusiya V.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Anusiya V.', 'userUrl': '/user_details?userid=znN7_EVF1KjL7qxDodYyRQ', 'partnerAlias': None, 'friendCount': 1, 'photoCount': None, 'reviewCount': 20, 'eliteYear': None}",4,3/26/2017,[],Anusiya V.,en,Not bad. It is a gd place to be with friends for a lazy noon relaxing with a novel.
